order px wavelength class PCC r_m r_c med_intensity
29 2524 5919.09 w 0.958 0.32322 0.00233 -0.0943
29 2525 5919.11 w 0.906 0.19080 0.00092 -0.0561
29 2526 5919.13 w 0.795 0.12272 0.00562 -0.0311
29 2527 5919.15 w 0.629 0.08074 0.00575 -0.0184
29 2528 5919.17 w 0.473 0.05121 0.00430 -0.0110
29 2529 5919.19 w 0.405 0.04557 0.00642 -0.0072
29 2530 5919.22 w 0.209 0.01892 0.00313 -0.0025
29 2544 5919.50 w 0.128 0.01015 -0.00392 -0.0070
29 2545 5919.52 w 0.449 0.03938 -0.00091 -0.0127
29 2546 5919.54 w 0.682 0.06969 -0.00116 -0.0220
29 2547 5919.56 w 0.842 0.13058 0.00110 -0.0379
29 2548 5919.58 w 0.947 0.24536 0.00225 -0.0711
29 2549 5919.60 w 0.956 0.43678 0.00011 -0.1305
29 2550 5919.63 w 0.987 0.70422 0.00226 -0.2083
29 2551 5919.65 w 0.988 0.77634 -0.00405 -0.2362
29 2552 5919.67 w 0.981 0.56025 -0.00773 -0.1752
29 2553 5919.69 w 0.968 0.32439 0.00031 -0.0967
29 2554 5919.71 w 0.929 0.16849 -0.00214 -0.0525
29 2555 5919.73 w 0.713 0.07854 -0.00550 -0.0290
29 2556 5919.75 w 0.514 0.04789 -0.00280 -0.0171
29 2557 5919.77 w 0.264 0.02318 -0.00386 -0.0108
29 2558 5919.79 w 0.084 0.00757 -0.00523 -0.0075
29 2591 5920.46 w 0.120 0.00939 -0.00010 -0.0029
29 2592 5920.49 w 0.364 0.03175 0.00113 -0.0084
29 2593 5920.51 w 0.481 0.06474 0.00009 -0.0193
29 2594 5920.53 w 0.747 0.12775 -0.00005 -0.0382
29 2595 5920.55 w 0.927 0.20715 -0.00034 -0.0623
29 2596 5920.57 w 0.905 0.20586 -0.00174 -0.0633
29 2597 5920.59 w 0.849 0.13254 -0.00200 -0.0416
29 2598 5920.61 w 0.516 0.05898 -0.00295 -0.0206
29 2599 5920.63 w 0.212 0.02010 -0.00363 -0.0096
29 2646 5921.59 w 0.002 0.00019 -0.00376 -0.0038
29 2647 5921.61 w 0.422 0.03280 -0.00040 -0.0102
29 2648 5921.63 w 0.570 0.05497 -0.00179 -0.0182
29 2649 5921.65 w 0.583 0.05127 -0.00752 -0.0229
29 2650 5921.67 w 0.620 0.05153 -0.00210 -0.0175
29 2651 5921.69 w 0.085 0.00633 -0.01071 -0.0126
29 2679 5922.26 w 0.167 0.01651 0.00213 -0.0028
29 2680 5922.28 w 0.276 0.02591 0.00313 -0.0046
29 2681 5922.30 w 0.260 0.02598 0.00069 -0.0071
29 2682 5922.32 w 0.493 0.04826 0.00188 -0.0126
29 2683 5922.34 w 0.678 0.09077 0.00254 -0.0246
29 2684 5922.36 w 0.750 0.11446 0.00159 -0.0326
29 2685 5922.38 w 0.778 0.09995 0.00303 -0.0269
29 2686 5922.40 w 0.648 0.08072 0.00392 -0.0202
29 2687 5922.43 w 0.702 0.07065 0.00443 -0.0167
29 2688 5922.45 w 0.696 0.08243 0.00293 -0.0217
29 2689 5922.47 w 0.845 0.14179 0.00215 -0.0402
29 2690 5922.49 w 0.935 0.24698 0.00139 -0.0725
29 2691 5922.51 w 0.975 0.33332 -0.00266 -0.1023
29 2692 5922.53 w 0.947 0.27756 -0.00902 -0.0920
29 2693 5922.55 w 0.917 0.17668 0.00009 -0.0527
29 2694 5922.57 w 0.738 0.07487 -0.00583 -0.0282
29 2695 5922.59 w 0.420 0.03410 -0.00508 -0.0153
29 2696 5922.61 w 0.133 0.01163 -0.00755 -0.0110
29 2698 5922.65 w 0.224 0.01757 -0.00666 -0.0119
29 2699 5922.67 w 0.552 0.04232 -0.00377 -0.0164
29 2700 5922.69 w 0.679 0.07036 -0.00352 -0.0246
29 2701 5922.71 w 0.749 0.08742 -0.00426 -0.0304
29 2702 5922.73 w 0.621 0.05934 -0.00996 -0.0277
29 2703 5922.75 w 0.054 0.00381 -0.01570 -0.0168
29 2772 5924.15 w -0.025 -0.00179 -0.00274 -0.0022
29 2773 5924.18 w 0.288 0.02102 -0.00169 -0.0080
29 2774 5924.20 w 0.456 0.05828 -0.00266 -0.0201
29 2775 5924.22 w 0.851 0.15648 0.00452 -0.0423
29 2776 5924.24 w 0.892 0.26013 -0.00352 -0.0813
29 2777 5924.26 w 0.965 0.40851 -0.00659 -0.1287
29 2778 5924.28 w 0.965 0.43406 -0.01005 -0.1398
29 2779 5924.30 w 0.932 0.31849 -0.00642 -0.1016
29 2780 5924.32 w 0.852 0.18120 -0.00364 -0.0578
29 2781 5924.34 w 0.725 0.10032 -0.00013 -0.0301
29 2782 5924.36 w 0.491 0.04523 -0.00176 -0.0153
29 2783 5924.38 w 0.129 0.00985 -0.00590 -0.0088
29 2807 5924.87 w 0.214 0.02125 -0.00411 -0.0105
29 2808 5924.89 w 0.294 0.02958 0.00070 -0.0081
29 2809 5924.91 w 0.341 0.04165 -0.00158 -0.0140
29 2810 5924.93 w 0.572 0.07388 -0.00145 -0.0235
29 2811 5924.95 w 0.779 0.11623 -0.00491 -0.0397
29 2812 5924.97 w 0.911 0.18851 -0.00966 -0.0660
29 2813 5924.99 w 0.941 0.23903 -0.01532 -0.0868
29 2814 5925.01 w 0.934 0.20894 -0.01912 -0.0816
29 2815 5925.03 w 0.856 0.16409 -0.01284 -0.0619
29 2816 5925.05 w 0.742 0.09467 -0.01137 -0.0397
29 2817 5925.07 w 0.492 0.05599 -0.00887 -0.0256
29 2818 5925.09 w 0.154 0.01441 -0.01078 -0.0151
29 2891 5926.57 w 0.092 0.00842 -0.00895 -0.0115
29 2892 5926.59 w 0.259 0.02624 -0.00661 -0.0145
29 2893 5926.61 w 0.260 0.02355 -0.00969 -0.0167
29 2894 5926.63 w 0.326 0.02928 -0.00685 -0.0156
29 2895 5926.65 w 0.388 0.03489 -0.00044 -0.0109
29 2896 5926.67 w 0.076 0.00562 -0.00691 -0.0086
29 2971 5928.18 w 0.197 0.02361 -0.00309 -0.0101
29 2972 5928.20 w 0.377 0.05666 -0.00287 -0.0198
29 2973 5928.22 w 0.626 0.09048 0.00181 -0.0252
29 2974 5928.24 w 0.863 0.15449 0.00184 -0.0443
29 2975 5928.26 w 0.901 0.22393 -0.00793 -0.0749
29 2976 5928.28 w 0.954 0.30174 -0.00473 -0.0949
29 2977 5928.30 w 0.940 0.26835 -0.00463 -0.0849
29 2978 5928.32 w 0.828 0.17056 -0.00571 -0.0567
29 2979 5928.34 w 0.665 0.08849 -0.00470 -0.0312
29 2980 5928.36 w 0.293 0.03278 -0.01045 -0.0203
29 2981 5928.38 w 0.306 0.03343 -0.00434 -0.0143
29 2982 5928.40 w 0.157 0.01596 -0.00509 -0.0099
29 3014 5929.05 w 0.116 0.01159 -0.00684 -0.0103
29 3015 5929.07 w 0.241 0.02883 -0.00422 -0.0128
29 3016 5929.09 w 0.370 0.03370 -0.01121 -0.0213
29 3017 5929.11 w 0.566 0.05895 -0.01064 -0.0283
29 3018 5929.13 w 0.484 0.05040 -0.01238 -0.0274
29 3019 5929.15 w 0.473 0.04138 -0.00927 -0.0216
29 3020 5929.17 w 0.223 0.02051 -0.00863 -0.0148
29 3087 5930.51 w 0.197 0.01610 0.00001 -0.0048
29 3088 5930.53 w 0.235 0.02351 -0.00087 -0.0079
29 3089 5930.55 w 0.505 0.06034 0.00385 -0.0142
29 3090 5930.57 w 0.428 0.05324 -0.00242 -0.0183
29 3091 5930.59 w 0.575 0.06798 -0.00482 -0.0251
29 3092 5930.61 w 0.444 0.05835 -0.00220 -0.0196
29 3093 5930.63 w 0.315 0.03688 -0.00235 -0.0134
29 3094 5930.65 w 0.003 0.00028 -0.00972 -0.0098
29 3103 5930.83 w 0.230 0.02684 0.00422 -0.0038
29 3104 5930.85 w 0.337 0.03354 0.00572 -0.0043
29 3105 5930.87 w 0.370 0.03572 0.00707 -0.0036
29 3106 5930.89 w 0.320 0.03319 0.00498 -0.0049
29 3107 5930.91 w 0.449 0.04927 0.01063 -0.0041
29 3108 5930.93 w 0.448 0.04789 0.00602 -0.0083
29 3109 5930.95 w 0.492 0.04514 0.00542 -0.0081
29 3110 5930.97 w 0.381 0.04513 -0.00086 -0.0144
29 3111 5930.99 w 0.669 0.06538 -0.00114 -0.0207
29 3112 5931.01 w 0.471 0.04718 -0.00338 -0.0175
29 3113 5931.03 w 0.547 0.07095 0.00924 -0.0120
29 3114 5931.05 w 0.142 0.01120 -0.00612 -0.0095
29 3160 5931.97 w 0.017 0.00173 -0.01371 -0.0142
29 3161 5931.99 w 0.459 0.04780 -0.00365 -0.0179
29 3162 5932.01 w 0.652 0.08809 -0.00492 -0.0313
29 3163 5932.03 w 0.855 0.17540 -0.00023 -0.0527
29 3164 5932.05 w 0.948 0.29966 -0.00377 -0.0934
29 3165 5932.07 w 0.973 0.44570 -0.00895 -0.1422
29 3166 5932.09 w 0.970 0.46934 -0.01454 -0.1549
29 3167 5932.11 w 0.951 0.36222 -0.01192 -0.1202
29 3168 5932.13 w 0.873 0.20377 -0.01228 -0.0732
29 3169 5932.15 w 0.670 0.12062 -0.00336 -0.0394
29 3170 5932.17 w 0.537 0.06828 -0.00052 -0.0209
29 3171 5932.19 w 0.555 0.04976 0.00049 -0.0144
29 3172 5932.21 w 0.388 0.04346 0.00401 -0.0090
29 3173 5932.23 w 0.166 0.01343 -0.00195 -0.0060
30 0058 5928.18 w 0.135 0.01318 -0.00788 -0.0118
30 0059 5928.21 w 0.501 0.05537 -0.00224 -0.0188
30 0060 5928.23 w 0.621 0.08529 -0.00650 -0.0320
30 0061 5928.25 w 0.815 0.14830 -0.01381 -0.0581
30 0062 5928.27 w 0.937 0.27773 -0.01030 -0.0933
30 0063 5928.30 w 0.971 0.29510 -0.00875 -0.0970
30 0064 5928.32 w 0.873 0.18415 -0.00905 -0.0641
30 0065 5928.34 w 0.656 0.08388 -0.00853 -0.0336
30 0066 5928.36 w 0.517 0.05832 -0.00127 -0.0187
30 0067 5928.38 w 0.277 0.03141 -0.00290 -0.0123
30 0068 5928.41 w 0.121 0.01263 -0.00695 -0.0107
30 0097 5929.05 w 0.213 0.01672 -0.00505 -0.0101
30 0098 5929.07 w 0.358 0.03622 -0.00115 -0.0120
30 0099 5929.10 w 0.538 0.06841 -0.00233 -0.0228
30 0100 5929.12 w 0.614 0.06826 -0.00558 -0.0260
30 0101 5929.14 w 0.584 0.07314 0.00115 -0.0207
30 0102 5929.16 w 0.352 0.03566 -0.00142 -0.0121
30 0103 5929.19 w 0.223 0.02106 -0.00086 -0.0072
30 0177 5930.83 w 0.142 0.01260 0.00465 0.0009
30 0178 5930.85 w 0.291 0.03136 0.00856 -0.0008
30 0179 5930.88 w 0.380 0.04052 0.01303 0.0009
30 0180 5930.90 w 0.492 0.03461 0.01075 0.0004
30 0181 5930.92 w 0.346 0.03159 0.00752 -0.0019
30 0182 5930.94 w 0.360 0.03515 0.00730 -0.0032
30 0183 5930.97 w 0.463 0.04579 0.00465 -0.0090
30 0184 5930.99 w 0.641 0.07136 0.00558 -0.0158
30 0185 5931.01 w 0.653 0.06094 0.00241 -0.0158
30 0186 5931.03 w 0.475 0.04219 0.00073 -0.0119
30 0187 5931.05 w -0.004 -0.00030 -0.00644 -0.0064
30 0228 5931.96 w 0.130 0.01110 -0.01039 -0.0137
30 0229 5931.99 w 0.361 0.03098 -0.00850 -0.0178
30 0230 5932.01 w 0.705 0.08770 -0.00113 -0.0274
30 0231 5932.03 w 0.839 0.13210 -0.00833 -0.0478
30 0232 5932.05 w 0.951 0.28238 -0.00411 -0.0885
30 0233 5932.08 w 0.983 0.47972 -0.00801 -0.1514
30 0234 5932.10 w 0.976 0.48595 -0.01806 -0.1634
30 0235 5932.12 w 0.952 0.32343 -0.01152 -0.1082
30 0236 5932.14 w 0.883 0.16507 -0.00761 -0.0570
30 0237 5932.16 w 0.820 0.11408 0.00117 -0.0329
30 0238 5932.19 w 0.416 0.03471 -0.01093 -0.0213
30 0239 5932.21 w 0.268 0.02509 -0.00593 -0.0134
30 0240 5932.23 w 0.302 0.02482 -0.00094 -0.0084
30 0241 5932.25 w 0.392 0.02773 0.00064 -0.0077
30 0242 5932.28 w 0.372 0.02916 0.00257 -0.0061
30 0243 5932.30 w 0.281 0.01989 -0.00139 -0.0073
30 0244 5932.32 w 0.090 0.00687 -0.00245 -0.0045
30 0261 5932.70 w 0.184 0.01487 -0.01089 -0.0153
30 0262 5932.72 w 0.645 0.06671 -0.00549 -0.0254
30 0263 5932.74 w 0.866 0.12686 -0.00849 -0.0464
30 0264 5932.76 w 0.950 0.24635 -0.00697 -0.0806
30 0265 5932.79 w 0.943 0.26797 -0.01242 -0.0925
30 0266 5932.81 w 0.868 0.17711 -0.01341 -0.0664
30 0267 5932.83 w 0.674 0.08429 -0.01143 -0.0366
30 0268 5932.85 w 0.483 0.04266 -0.00817 -0.0209
30 0269 5932.87 w 0.176 0.01526 -0.01027 -0.0148
30 0322 5934.05 w 0.188 0.01796 -0.00706 -0.0124
30 0323 5934.07 w 0.450 0.04913 -0.00542 -0.0201
30 0324 5934.09 w 0.485 0.05200 -0.00865 -0.0242
30 0325 5934.12 w 0.421 0.03631 -0.00589 -0.0167
30 0326 5934.14 w 0.188 0.01567 -0.00840 -0.0131
30 0395 5935.66 w 0.161 0.01480 -0.00282 -0.0072
30 0396 5935.69 w 0.317 0.03255 0.00281 -0.0069
30 0397 5935.71 w 0.313 0.03027 -0.00073 -0.0098
30 0398 5935.73 w 0.358 0.03456 -0.00184 -0.0122
30 0399 5935.75 w 0.525 0.04579 -0.00253 -0.0162
30 0400 5935.77 w 0.733 0.09040 0.00050 -0.0265
30 0401 5935.80 w 0.863 0.14232 -0.00240 -0.0450
30 0402 5935.82 w 0.905 0.15737 -0.00751 -0.0546
30 0403 5935.84 w 0.759 0.10452 -0.01129 -0.0425
30 0404 5935.86 w 0.554 0.04917 -0.00996 -0.0247
30 0405 5935.89 w 0.192 0.01327 -0.01002 -0.0140
30 0493 5937.83 w 0.199 0.01485 0.00163 -0.0028
30 0494 5937.85 w 0.274 0.01939 0.00192 -0.0039
30 0495 5937.87 w 0.429 0.03414 0.00494 -0.0053
30 0496 5937.90 w 0.530 0.04883 0.00519 -0.0094
30 0497 5937.92 w 0.590 0.06295 0.00309 -0.0157
30 0498 5937.94 w 0.625 0.07319 0.00291 -0.0190
30 0499 5937.96 w 0.767 0.08485 0.00822 -0.0171
30 0500 5937.98 w 0.729 0.07424 0.00621 -0.0160
30 0501 5938.01 w 0.807 0.09861 0.00707 -0.0224
30 0502 5938.03 w 0.853 0.12582 0.00129 -0.0363
30 0503 5938.05 w 0.908 0.16511 0.00582 -0.0435
30 0504 5938.07 w 0.731 0.11001 -0.00276 -0.0357
30 0505 5938.09 w 0.555 0.05952 -0.00263 -0.0204
30 0506 5938.12 w 0.252 0.02522 -0.00328 -0.0108
30 0507 5938.14 w 0.062 0.00571 -0.00423 -0.0059
30 0525 5938.53 w -0.161 -0.01684 -0.01122 -0.0062
30 0526 5938.56 w 0.253 0.01911 -0.00310 -0.0088
30 0527 5938.58 w 0.427 0.03415 -0.00302 -0.0132
30 0528 5938.60 w 0.343 0.02929 -0.00439 -0.0131
30 0529 5938.62 w 0.444 0.04098 0.00316 -0.0091
30 0530 5938.64 w 0.352 0.02736 0.00295 -0.0052
30 0531 5938.67 w 0.400 0.03019 0.00566 -0.0034
30 0532 5938.69 w 0.150 0.01034 -0.00067 -0.0038
30 0588 5939.92 w 0.097 0.00766 -0.01075 -0.0130
30 0589 5939.94 w 0.412 0.03730 -0.01510 -0.0263
30 0590 5939.97 w 0.628 0.05886 -0.01277 -0.0304
30 0591 5939.99 w 0.416 0.04613 -0.00731 -0.0211
30 0592 5940.01 w 0.069 0.00626 -0.00936 -0.0112
30 0607 5940.34 w 0.063 0.00410 -0.00475 -0.0060
30 0608 5940.36 w 0.587 0.05147 -0.00087 -0.0163
30 0609 5940.38 w 0.865 0.13064 0.00149 -0.0376
30 0610 5940.41 w 0.917 0.20397 -0.00298 -0.0640
30 0611 5940.43 w 0.933 0.20867 0.00089 -0.0615
30 0612 5940.45 w 0.882 0.10724 -0.00281 -0.0349
30 0613 5940.47 w 0.558 0.04669 -0.00086 -0.0148
30 0614 5940.50 w 0.286 0.01977 0.00198 -0.0039
30 0615 5940.52 w 0.106 0.00772 0.00417 0.0019
30 0629 5940.82 w -0.166 -0.01489 -0.00919 -0.0047
30 0630 5940.85 w 0.308 0.02652 -0.00725 -0.0152
30 0631 5940.87 w 0.598 0.06219 -0.00612 -0.0247
30 0632 5940.89 w 0.402 0.03835 -0.00997 -0.0214
30 0633 5940.91 w 0.064 0.00512 -0.00906 -0.0106
30 0636 5940.98 w 0.123 0.01042 -0.01216 -0.0153
30 0637 5941.00 w 0.648 0.07246 -0.00475 -0.0264
30 0638 5941.02 w 0.831 0.14217 -0.00944 -0.0519
30 0639 5941.04 w 0.952 0.34447 -0.00291 -0.1059
30 0640 5941.07 w 0.978 0.57003 -0.01361 -0.1840
30 0641 5941.09 w 0.987 0.59480 -0.01900 -0.1968
30 0642 5941.11 w 0.968 0.38927 -0.00869 -0.1251
30 0643 5941.13 w 0.900 0.19195 -0.00440 -0.0618
30 0644 5941.15 w 0.753 0.10265 -0.00094 -0.0316
30 0645 5941.18 w 0.635 0.06948 0.00323 -0.0175
30 0646 5941.20 w 0.487 0.04479 -0.00200 -0.0154
30 0647 5941.22 w 0.531 0.04539 -0.00376 -0.0173
30 0648 5941.24 w 0.596 0.06274 -0.00141 -0.0202
30 0649 5941.26 w 0.535 0.05111 -0.00012 -0.0154
30 0650 5941.29 w 0.051 0.00378 -0.00558 -0.0067
30 0660 5941.51 w 0.151 0.01141 0.00171 -0.0017
30 0661 5941.53 w 0.310 0.02648 0.00145 -0.0065
30 0662 5941.55 w 0.732 0.08408 0.00684 -0.0183
30 0663 5941.57 w 0.848 0.15245 0.00483 -0.0407
30 0664 5941.59 w 0.934 0.30641 0.00650 -0.0851
30 0665 5941.62 w 0.977 0.49094 0.00293 -0.1439
30 0666 5941.64 w 0.975 0.45708 -0.00142 -0.1381
30 0667 5941.66 w 0.929 0.25554 -0.00326 -0.0797
30 0668 5941.68 w 0.771 0.11677 -0.00332 -0.0382
30 0669 5941.70 w 0.543 0.04838 -0.00095 -0.0154
30 0670 5941.73 w 0.121 0.00921 -0.00509 -0.0078
30 0693 5942.23 w 0.229 0.01881 -0.00177 -0.0074
30 0694 5942.25 w 0.450 0.04761 -0.00363 -0.0179
30 0695 5942.28 w 0.799 0.10394 0.00171 -0.0294
30 0696 5942.30 w 0.736 0.08835 0.00203 -0.0244
30 0697 5942.32 w 0.646 0.06657 -0.00010 -0.0200
30 0698 5942.34 w 0.683 0.06954 -0.00034 -0.0211
30 0699 5942.36 w 0.827 0.12561 0.00085 -0.0367
30 0700 5942.39 w 0.928 0.26094 0.00441 -0.0736
30 0701 5942.41 w 0.965 0.36804 -0.00349 -0.1135
30 0702 5942.43 w 0.972 0.36446 0.00060 -0.1084
30 0703 5942.45 w 0.945 0.23869 0.00037 -0.0710
30 0704 5942.47 w 0.930 0.15962 0.00044 -0.0473
30 0705 5942.50 w 0.922 0.17163 0.00386 -0.0475
30 0706 5942.52 w 0.938 0.26199 0.00362 -0.0747
30 0707 5942.54 w 0.970 0.46927 -0.00360 -0.1439
30 0708 5942.56 w 0.987 0.67589 -0.00645 -0.2085
30 0709 5942.58 w 0.973 0.50716 -0.01415 -0.1658
30 0710 5942.60 w 0.941 0.26072 -0.00739 -0.0853
30 0711 5942.63 w 0.826 0.12227 -0.00729 -0.0438
30 0712 5942.65 w 0.749 0.08299 -0.00556 -0.0304
30 0713 5942.67 w 0.691 0.06471 -0.00521 -0.0246
30 0714 5942.69 w 0.563 0.05021 -0.00633 -0.0213
30 0715 5942.71 w 0.170 0.01292 -0.00878 -0.0126
30 0783 5944.21 w 0.166 0.01534 -0.00544 -0.0100
30 0784 5944.23 w 0.401 0.03579 -0.00318 -0.0139
30 0785 5944.25 w 0.702 0.07353 -0.00373 -0.0257
30 0786 5944.27 w 0.858 0.13794 -0.00558 -0.0468
30 0787 5944.29 w 0.970 0.24312 -0.00712 -0.0798
30 0788 5944.32 w 0.973 0.28602 -0.00062 -0.0861
30 0789 5944.34 w 0.919 0.17564 -0.00196 -0.0545
30 0790 5944.36 w 0.763 0.09174 0.00064 -0.0268
30 0791 5944.38 w 0.623 0.05836 0.00540 -0.0120
30 0792 5944.40 w 0.480 0.03479 0.00537 -0.0050
30 0793 5944.43 w 0.450 0.03398 0.00614 -0.0040
30 0794 5944.45 w 0.430 0.02739 0.00574 -0.0025
30 0795 5944.47 w 0.270 0.02144 0.00496 -0.0015
30 0796 5944.49 w 0.490 0.03190 0.00866 -0.0009
30 0797 5944.51 w 0.321 0.02235 0.00451 -0.0022
30 0798 5944.53 w 0.295 0.01949 0.00526 -0.0006
30 0799 5944.56 w 0.324 0.02057 0.00378 -0.0024
30 0800 5944.58 w 0.486 0.03597 0.00794 -0.0028
30 0801 5944.60 w 0.365 0.03304 0.00557 -0.0043
30 0802 5944.62 w 0.247 0.01896 -0.00015 -0.0058
30 0803 5944.64 w 0.573 0.05464 0.00672 -0.0096
30 0804 5944.67 w 0.812 0.08541 0.00915 -0.0164
30 0805 5944.69 w 0.893 0.13480 0.00804 -0.0323
30 0806 5944.71 w 0.944 0.21848 0.00560 -0.0597
30 0807 5944.73 w 0.959 0.27468 0.00510 -0.0770
30 0808 5944.75 w 0.953 0.18718 -0.00109 -0.0571
30 0809 5944.78 w 0.818 0.10612 -0.00009 -0.0318
30 0810 5944.80 w 0.637 0.06185 0.00136 -0.0171
30 0811 5944.82 w 0.590 0.04219 0.00431 -0.0083
30 0812 5944.84 w 0.255 0.01714 0.00081 -0.0043
30 0813 5944.86 w 0.175 0.01143 0.00082 -0.0026
30 0828 5945.19 w 0.107 0.00656 -0.00629 -0.0082
30 0829 5945.21 w 0.570 0.04129 -0.00411 -0.0165
30 0830 5945.24 w 0.834 0.08993 0.00023 -0.0267
30 0831 5945.26 w 0.847 0.10993 -0.00072 -0.0336
30 0832 5945.28 w 0.798 0.10417 -0.00136 -0.0325
30 0833 5945.30 w 0.802 0.11750 0.00202 -0.0331
30 0834 5945.32 w 0.718 0.09421 -0.00426 -0.0324
30 0835 5945.34 w 0.494 0.04746 -0.00469 -0.0189
30 0836 5945.37 w 0.288 0.02738 -0.00118 -0.0094
30 0837 5945.39 w 0.242 0.01690 0.00303 -0.0020
30 0838 5945.41 w -0.025 -0.00171 -0.00146 -0.0010
30 0844 5945.54 w 0.172 0.01307 -0.00080 -0.0047
30 0845 5945.56 w 0.321 0.02310 0.00063 -0.0063
30 0846 5945.59 w 0.602 0.04694 -0.00009 -0.0141
30 0847 5945.61 w 0.762 0.08864 -0.00216 -0.0287
30 0848 5945.63 w 0.913 0.17056 -0.00240 -0.0534
30 0849 5945.65 w 0.939 0.19288 -0.00827 -0.0659
30 0850 5945.67 w 0.892 0.13952 -0.00598 -0.0477
30 0851 5945.69 w 0.653 0.07146 -0.00462 -0.0260
30 0852 5945.72 w 0.459 0.03784 -0.00307 -0.0144
30 0853 5945.74 w 0.359 0.02401 -0.00284 -0.0100
30 0854 5945.76 w 0.313 0.02066 -0.00127 -0.0074
30 0855 5945.78 w 0.274 0.01928 -0.00090 -0.0067
30 0856 5945.80 w 0.169 0.01006 -0.00228 -0.0053
30 0857 5945.83 w 0.397 0.03206 0.00010 -0.0095
30 0858 5945.85 w 0.664 0.06208 0.00324 -0.0153
30 0859 5945.87 w 0.809 0.09531 0.00608 -0.0224
30 0860 5945.89 w 0.859 0.11557 0.00668 -0.0279
30 0861 5945.91 w 0.889 0.13457 0.00940 -0.0308
30 0862 5945.94 w 0.929 0.18334 0.00620 -0.0486
30 0863 5945.96 w 0.959 0.30035 0.00660 -0.0832
30 0864 5945.98 w 0.978 0.49669 0.00933 -0.1392
30 0865 5946.00 w 0.989 0.62604 0.00048 -0.1867
30 0866 5946.02 w 0.977 0.48180 -0.00492 -0.1490
30 0867 5946.04 w 0.945 0.27856 0.00107 -0.0822
30 0868 5946.07 w 0.846 0.13544 -0.00267 -0.0432
30 0869 5946.09 w 0.786 0.08743 0.00323 -0.0229
30 0870 5946.11 w 0.539 0.03905 -0.00326 -0.0149
30 0871 5946.13 w 0.155 0.01101 -0.00437 -0.0077
30 0891 5946.57 w 0.004 0.00024 0.00153 0.0015
30 0892 5946.59 w 0.398 0.02403 0.00633 -0.0009
30 0893 5946.61 w 0.513 0.03086 0.00248 -0.0068
30 0894 5946.63 w 0.279 0.01750 -0.00250 -0.0077
30 0895 5946.66 w 0.385 0.02777 0.00336 -0.0049
30 0896 5946.68 w 0.221 0.01590 0.00305 -0.0017
30 0899 5946.74 w 0.211 0.01643 -0.00014 -0.0051
30 0900 5946.77 w 0.532 0.04407 0.00351 -0.0097
30 0901 5946.79 w 0.627 0.06667 -0.00035 -0.0203
30 0902 5946.81 w 0.849 0.14426 0.00241 -0.0407
30 0903 5946.83 w 0.926 0.23935 -0.00168 -0.0732
30 0904 5946.85 w 0.964 0.26313 -0.00517 -0.0838
30 0905 5946.88 w 0.923 0.16647 -0.00532 -0.0551
30 0906 5946.90 w 0.733 0.07846 -0.00533 -0.0288
30 0907 5946.92 w 0.544 0.04660 -0.00322 -0.0172
30 0908 5946.94 w 0.425 0.02727 -0.00411 -0.0123
30 0909 5946.96 w 0.525 0.03978 -0.00041 -0.0123
30 0910 5946.98 w 0.709 0.05775 -0.00527 -0.0225
30 0911 5947.01 w 0.873 0.13222 -0.00648 -0.0460
30 0912 5947.03 w 0.975 0.32551 -0.00120 -0.0985
30 0913 5947.05 w 0.980 0.51764 -0.00884 -0.1636
30 0914 5947.07 w 0.976 0.46670 -0.01143 -0.1510
30 0915 5947.09 w 0.940 0.24072 -0.01107 -0.0830
30 0916 5947.12 w 0.795 0.10414 -0.00672 -0.0379
30 0917 5947.14 w 0.235 0.01786 -0.01166 -0.0170
30 0964 5948.16 w -0.139 -0.00815 -0.00459 -0.0022
30 0965 5948.18 w 0.373 0.02542 -0.00092 -0.0085
30 0966 5948.21 w 0.570 0.03572 -0.00532 -0.0160
30 0967 5948.23 w 0.618 0.04482 -0.00283 -0.0162
30 0968 5948.25 w 0.580 0.04273 0.00232 -0.0105
30 0969 5948.27 w 0.196 0.01094 -0.00047 -0.0037
30 0989 5948.71 w 0.094 0.00673 -0.00319 -0.0052
30 0990 5948.73 w 0.336 0.02516 -0.00556 -0.0131
30 0991 5948.75 w 0.619 0.05654 -0.00225 -0.0192
30 0992 5948.77 w 0.623 0.05941 -0.00060 -0.0184
30 0993 5948.80 w 0.389 0.03257 -0.00040 -0.0101
30 0994 5948.82 w 0.102 0.00773 -0.00300 -0.0053
30 1006 5949.08 w 0.211 0.01553 -0.01014 -0.0148
30 1007 5949.10 w 0.740 0.07640 -0.00372 -0.0266
30 1008 5949.12 w 0.916 0.15998 -0.00408 -0.0519
30 1009 5949.14 w 0.960 0.33597 -0.00264 -0.1031
30 1010 5949.17 w 0.984 0.47856 -0.00744 -0.1505
30 1011 5949.19 w 0.972 0.40657 -0.00755 -0.1291
30 1012 5949.21 w 0.927 0.20654 -0.00909 -0.0708
30 1013 5949.23 w 0.837 0.10415 -0.00315 -0.0343
30 1014 5949.25 w 0.521 0.05042 -0.00283 -0.0179
30 1015 5949.27 w 0.498 0.03430 -0.00012 -0.0104
30 1016 5949.30 w 0.264 0.02245 0.00145 -0.0053
30 1017 5949.32 w 0.155 0.01109 -0.00157 -0.0049
30 1029 5949.58 w 0.173 0.01394 -0.00694 -0.0111
30 1030 5949.60 w 0.333 0.02836 -0.00702 -0.0155
